"class","order","family","genus","species","subspecies","common_name","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","egg_mass_g","incubation_d","fledging_age_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","egg_width_mm","egg_length_mm","fledging_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d"
"Reptilia","Squamata","Lacertidae","Phoenicolacerta","laevis",-999,"Lebanon Lizard",-999,5.2,2.8,6.7,-999,-999,-999,0.38,-999,-999,52,-999,-999,-999,-999,5.9,7.5,5.9,-999,-999,-999,6.5195,-999,6.318,2.5,-999,-999,8.5,-999
"Reptilia","Squamata","Lacertidae","Phoenicolacerta","troodica",-999,"-999",-999,4,2.4,4.09,-999,-999,-999,0.41,-999,-999,52,-999,-999,-999,-999,4.09,-999,4.09,-999,-999,-999,5.581,-999,5.581,2.55,-999,-999,8.5,-999
"Reptilia","Squamata","Lacertidae","Podarcis","bocagei",-999,"-999",-999,4.2,2,4.11,3,-999,-999,0.2,-999,0.259,-999,-999,2.9,-999,-999,3.62,4.6,3.62,-999,-999,-999,5.637,-999,5.4375,2.2,4.4,-999,7,-999
"Reptilia","Squamata","Lacertidae","Podarcis","carbonelli",-999,"Carbonell's Wall Lizard",-999,4.2,2,3.45,3,-999,-999,0.215,-999,0.259,-999,-999,2.9,-999,-999,3.45,3.75,3.45,-999,-999,-999,5.355,-999,5.355,2.09,4.4,-999,7,-999
"Reptilia","Squamata","Lacertidae","Podarcis","cretensis",-999,"-999",-999,-999,-999,3.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.1,-999,-999,-999,-999,-999,5.681,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lacertidae","Podarcis","erhardii",-999,"-999",-999,3.25,2,7.61,3,-999,-999,0.52,-999,-999,-999,-999,2.9,-999,-999,5.72,9.5,5.72,-999,-999,-999,6.394,-999,6.254,2.78,-999,-999,7.1,-999
"Reptilia","Squamata","Lacertidae","Podarcis","filfolensis",-999,"Filfola Wall Lizard",-999,2,1.4,6.61,-999,-999,-999,0.37,-999,-999,-999,-999,-999,-999,-999,6.61,-999,6.61,-999,-999,-999,6.567,-999,6.567,2.48,-999,-999,8.6,-999
"Reptilia","Squamata","Lacertidae","Podarcis","gaigeae",-999,"Skyros Wall Lizard",-999,2.2,1.9,6.21,-999,-999,-999,0.43,-999,-999,59.5,-999,-999,-999,-999,4.705,10.8,4.705,-999,-999,-999,6.43,-999,5.7845,2.59,-999,-999,8,-999
"Reptilia","Squamata","Lacertidae","Podarcis","hispanicus",-999,"Iberian Wall Lizard",-999,2.8,2,3.695,-999,-999,-999,0.2,-999,0.32,49,-999,-999,-999,-999,3.69,3.7,3.69,-999,-999,-999,5.7,-999,5.761,2.54,4.9,-999,6.95,-999
"Reptilia","Squamata","Lacertidae","Podarcis","lilfordi",-999,"-999",-999,2.5,2.7,6.235,-999,-999,-999,0.57,-999,-999,43.5,-999,-999,-999,-999,5.17,7.3,5.17,-999,-999,-999,6.3395,-999,6.044,2.87,-999,-999,8.1,-999
"Reptilia","Squamata","Lacertidae","Podarcis","liolepis",-999,"Columbretes Wall Lizard",-999,2.8,2,4.94,3,-999,-999,0.26,-999,0.32,63,-999,2.9,-999,-999,4.94,-999,4.94,-999,-999,-999,6.326,-999,6.041,2.54,4.9,-999,-999,-999
"Reptilia","Squamata","Lacertidae","Podarcis","melisellensis",-999,"Dalmatian Wall Lizard",-999,4.75,3.9,5.57,3,-999,-999,0.38,-999,-999,39,-999,2.9,-999,-999,5.14,-999,5.57,-999,-999,-999,6.06,-999,6.032,2.5,-999,-999,7.4,-999
"Reptilia","Squamata","Lacertidae","Podarcis","milensis",-999,"Milos Wall Lizard",-999,1.7,1.4,3.2,-999,-999,-999,0.34,-999,-999,-999,-999,-999,-999,-999,3.2,-999,3.2,-999,-999,-999,5.139,-999,5.139,2.4,-999,-999,7.5,-999
"Reptilia","Squamata","Lacertidae","Podarcis","muralis",-999,"Common Wall Lizard",-999,5.4,2,5.41,10,-999,-999,0.34,-999,0.277,35.5,-999,7.491666667,-999,-999,5.41,5.7,5.41,-999,-999,-999,6.162,-999,5.9935,2.445,4.9,-999,8.35,730.5
"Reptilia","Squamata","Lacertidae","Podarcis","peloponnesiacus",-999,"Peloponnese Wall Lizard",-999,3.5,1.7,8.365,-999,-999,-999,0.55,-999,-999,40,-999,-999,-999,-999,7.53,-999,8.365,-999,-999,-999,7.16,-999,6.865,2.82,-999,-999,8.5,-999
"Reptilia","Squamata","Lacertidae","Podarcis","pityusensis",-999,"Ibiza Wall Lizard",-999,4,1,5.76,3,-999,-999,0.52,-999,-999,61,-999,2.9,-999,-999,4.72,6.8,4.72,-999,-999,-999,6.365,-999,5.86,2.78,-999,-999,8.2,-999
"Reptilia","Squamata","Lacertidae","Podarcis","raffoneae",-999,"Aeolian Wall Lizard",-999,5,-999,-999,-999,-999,-999,-999,-999,-999,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.5,-999
"Reptilia","Squamata","Lacertidae","Podarcis","siculus",-999,"Italian Wall Lizard",-999,5,3.9,6.935,3,-999,-999,0.3,-999,-999,45,-999,2.9,-999,-999,5.87,-999,6.935,-999,-999,-999,6.721,-999,6.307,2.3,-999,-999,9,547.86
"Reptilia","Squamata","Lacertidae","Podarcis","tauricus",-999,"Crimean Wall Lizard",-999,4.7,1.85,6.62,-999,-999,-999,0.46,-999,-999,59.5,-999,-999,-999,-999,5.84,7.4,5.84,-999,-999,-999,6.1785,-999,6.299,2.67,-999,-999,9,-999
"Reptilia","Squamata","Lacertidae","Podarcis","tiliguerta",-999,"-999",-999,5.4,2,5.41,10,-999,-999,0.34,-999,0.277,35.5,-999,7.491666667,-999,-999,5.41,5.7,5.41,-999,-999,-999,6.162,-999,5.9935,2.445,4.9,-999,8.35,730.5
"Reptilia","Squamata","Lacertidae","Podarcis","vaucheri",-999,"-999",-999,2.8,2,-999,3,-999,-999,-999,-999,0.32,63,-999,2.9,-999,-999,-999,-999,-999,-999,-999,-999,6.7,-999,6.13,2.7,4.9,-999,6,-999
"Reptilia","Squamata","Lacertidae","Podarcis","waglerianus",-999,"Sicilian Wall Lizard",-999,4,1.4,4.02,-999,-999,-999,0.44,-999,-999,60,-999,-999,-999,-999,4.02,-999,4.02,-999,-999,-999,5.551,-999,5.551,2.62,-999,-999,7.6,-999
"Reptilia","Squamata","Lacertidae","Poromera","fordii",-999,"West African Striped Lizard",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.5,-999
"Reptilia","Squamata","Lacertidae","Psammodromus","algirus",-999,"Algerian Psammodromus",-999,6,1.5,8.585,-999,-999,-999,0.38,-999,0.441,-999,-999,-999,-999,-999,8.07,-999,8.585,-999,-999,-999,7.076,-999,6.973,2.64,5.8,-999,7.9,-999
"Reptilia","Squamata","Lacertidae","Psammodromus","blanci",-999,"Blank's Psammodromus",-999,2.8,4.5,1.88,-999,-999,-999,0.17,-999,-999,48,-999,-999,-999,-999,1.88,-999,1.88,-999,-999,-999,4.289,-999,4.289,1.9,-999,-999,6.1,-999
"Reptilia","Squamata","Lacertidae","Psammodromus","hispanicus",-999,"Spanish Psammodromus",-999,3.2,2,2.895,-999,-999,-999,0.17,-999,0.256,47,-999,-999,-999,-999,2.79,-999,2.895,-999,-999,-999,4.902,-999,4.871,2.095,4.2,-999,5.6,-999
"Reptilia","Squamata","Lacertidae","Psammodromus","microdactylus",-999,"Small-fingered Psammodromus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.8,-999
"Reptilia","Squamata","Lacertidae","Pseuderemias","brenneri",-999,"Brenner's Racerunner, Brenner's Sand Racer",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.3,-999
"Reptilia","Squamata","Lacertidae","Pseuderemias","erythrosticta",-999,"Boulenger's Racerunner",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.2,-999
"Reptilia","Squamata","Lacertidae","Pseuderemias","mucronata",-999,"Blanford's Sand Racer, Sinai Racerunner",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.2,-999
"Reptilia","Squamata","Lacertidae","Pseuderemias","savagei",-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.2,-999
"Reptilia","Squamata","Lacertidae","Pseuderemias","septemstriata",-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.2,-999
"Reptilia","Squamata","Lacertidae","Pseuderemias","smithii",-999,"Smith's Racerunner, Smith's Sand Racer",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.7,-999
"Reptilia","Squamata","Lacertidae","Pseuderemias","striatus",-999,"Peters' sand lizard, Peters' Sand Racer",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.7,-999
"Reptilia","Squamata","Lacertidae","Scelarcis","perspicillata",-999,"Menorca Wall Lizard",-999,2,2,2.83,-999,-999,-999,0.3,-999,-999,44,-999,-999,-999,-999,2.26,3.4,2.26,-999,-999,-999,4.987,-999,4.565,2.3,-999,-999,6,-999
"Reptilia","Squamata","Lacertidae","Takydromus","amurensis",-999,"Amur Grass Lizard",-999,5,2,6.75,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999,-999,6.75,-999,8.7,-999,-999,-999,7.5035,-999,7.207,2.3,-999,-999,8,-999
"Reptilia","Squamata","Lacertidae","Takydromus","dorsalis",-999,"Sakishima grass lizard",-999,-999,-999,3.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.4,-999,-999,-999,-999,-999,6.54,-999,-999,-999,-999,-999,7,-999
"Reptilia","Squamata","Lacertidae","Takydromus","formosanus",-999,"Formosa Grass Lizard",-999,-999,-999,2.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.7,-999,-999,-999,-999,4.663,-999,-999,-999,-999,-999,6.4,-999
"Reptilia","Squamata","Lacertidae","Takydromus","hani",-999,"(South-East Asian) green grass lizard",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.9,-999
"Reptilia","Squamata","Lacertidae","Takydromus","haughtonianus",-999,"Goalpora Grass Lizard",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999
"Reptilia","Squamata","Lacertidae","Takydromus","hsuehshanensis",-999,"-999",-999,3,-999,4.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.7,-999,-999,-999,-999,5.95,-999,-999,-999,-999,-999,6.24,-999
"Reptilia","Squamata","Lacertidae","Takydromus","intermedius",-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.2,-999
"Reptilia","Squamata","Lacertidae","Takydromus","khasiensis",-999,"Java Grass Lizard, Khasi Hills Long-tailed Lizard",-999,2.2,4.5,3.24,-999,-999,-999,0.08,-999,-999,30,-999,-999,-999,-999,4.28,-999,3.24,-999,-999,-999,5.5685,-999,5.67,1.5,-999,-999,7.25,-999
"Reptilia","Squamata","Lacertidae","Takydromus","kuehnei",-999,"-999",-999,2.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999
"Reptilia","Squamata","Lacertidae","Takydromus","sauteri",-999,"Koshun Grass Lizard",-999,-999,-999,7.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.1,-999,-999,-999,-999,-999,7.65,-999,-999,-999,-999,-999,7.65,-999
"Reptilia","Squamata","Lacertidae","Takydromus","septentrionalis",-999,"China Grass Lizard",-999,3.1,2,5.41,-999,-999,-999,0.31,-999,0.268,33,-999,-999,-999,-999,5.41,-999,5.52,-999,-999,-999,6.177,-999,6.3385,2.34,5.6,-999,7.6,-999
"Reptilia","Squamata","Lacertidae","Takydromus","sexlineatus",-999,"Asian Grass Lizard, Six-striped Long-tailed Grass Lizard",-999,2.2,4.5,3.24,-999,-999,-999,0.08,-999,-999,30,-999,-999,-999,-999,4.28,-999,3.24,-999,-999,-999,5.5685,-999,5.67,1.5,-999,-999,7,-999
"Reptilia","Squamata","Lacertidae","Takydromus","smaragdinus",-999,"Green Grass Lizard",-999,1.5,-999,1.8,-999,-999,-999,-999,-999,-999,41.5,-999,-999,-999,-999,1.8,-999,-999,-999,-999,-999,5.04,-999,-999,-999,-999,-999,6.5,-999
"Reptilia","Squamata","Lacertidae","Takydromus","stejnegeri",-999,"-999",-999,-999,-999,3.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.1,-999,-999,-999,-999,-999,5.44,-999,-999,-999,-999,-999,6.2,-999
"Reptilia","Squamata","Lacertidae","Takydromus","sylvaticus",-999,"Chung-an ground lizard",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.8,-999
"Reptilia","Squamata","Lacertidae","Takydromus","tachydromoides",-999,"Japanese Grass Lizard",-999,3.5,3,3.335,-999,-999,-999,0.26,-999,0.218,-999,-999,-999,-999,-999,3.335,-999,3.27,-999,-999,-999,5.175,-999,5.175,2.2,4.35,-999,7,-999
"Reptilia","Squamata","Lacertidae","Takydromus","toyamai",-999,"Miyako grass lizard",-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.49,-999
"Reptilia","Squamata","Lacertidae","Takydromus","wolteri",-999,"Mountain Grass Lizard",-999,5.5,2,2.845,-999,-999,-999,0.26,-999,-999,-999,-999,-999,-999,-999,3.29,-999,2.845,-999,-999,-999,5.1165,-999,5.183,2.18,-999,-999,6.6,-999
"Reptilia","Squamata","Lacertidae","Teira","dugesii",-999,"Madeira Wall Lizard",-999,2.5,2.4,7.29,16,-999,-999,0.55,-999,-999,76,-999,4.8,-999,-999,5.58,-999,7.29,-999,-999,-999,7,7,6.65,2.82,-999,-999,8.1,-999
"Reptilia","Squamata","Lacertidae","Timon","lepidus",-999,"-999",1095.17,13.3,1,99.625,17,-999,-999,1.17,-999,-999,88,-999,10.5375,729.87,-999,79.45,119.8,79.45,-999,-999,-999,15.8735,-999,16.0465,3.965,13.2,-999,26,-999
"Reptilia","Squamata","Lacertidae","Timon","pater",-999,"-999",1278.34,10,2,65.8,13.975,-999,-999,1.77,-999,-999,90,-999,7.1,547.74,-999,65.8,-999,65.8,-999,-999,-999,14.309,-999,15.5745,4.24,13.2,-999,17,-999
"Reptilia","Squamata","Lacertidae","Timon","princeps",-999,"Zagrosian Lizard",-999,8.5,-999,20.8,-999,-999,-999,-999,-999,-999,74,-999,-999,-999,-999,-999,20.8,-999,-999,-999,-999,11.2,-999,-999,-999,-999,-999,14.8,-999
"Reptilia","Squamata","Lacertidae","Timon","tangitanus",-999,"-999",1278.34,10,2,65.8,13.975,-999,-999,1.77,-999,-999,90,-999,7.1,547.74,-999,65.8,-999,65.8,-999,-999,-999,14.309,-999,15.5745,4.24,13.2,-999,17,-999
"Reptilia","Squamata","Lacertidae","Tropidosaura","cottrelli",-999,"Cottrell's Mountain Lizard",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.6,-999
"Reptilia","Squamata","Lacertidae","Tropidosaura","essexi",-999,"Essex's Mountain Lizard",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.2,-999
"Reptilia","Squamata","Lacertidae","Tropidosaura","gularis",-999,"Yellow-striped Mountain Lizard",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.2,-999
"Reptilia","Squamata","Lacertidae","Tropidosaura","montana",-999,"Green-striped Mountain Lizard",-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.6,-999
"Reptilia","Squamata","Lacertidae","Vhembelacerta","rupicola",-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.9,-999
"Reptilia","Squamata","Lacertidae","Zootoca","vivipara",-999,"Viviparous Lizard, European common lizard",1034.62,6,1,4.335,4.991666667,-999,-999,0.08,-999,0.22,-999,-999,4.991666667,684.675,-999,4.77,-999,4.335,-999,-999,-999,5.879,-999,5.655,2.01,4.4,-999,7.5,-999
"Reptilia","Squamata","Lamprophiidae","Amblyodipsas","unicolor",-999,"Dull Purple-glossed Snake, Western Purple-glossed Snake",-999,-999,-999,570,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Aparallactus","capensis",-999,"Cape Centipede Eater",-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Aparallactus","jacksonii",-999,"Jackson's centipede-eater",-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Aparallactus","lunulatus",-999,"Plumbeous or Reticulated Centipede Eater",-999,-999,-999,53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Aparallactus","modestus",-999,"Western Forest Centipede-eater",-999,-999,-999,82,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Aparallactus","nigriceps",-999,"Mozambique Centipede Eater",-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Atractaspis","andersonii",-999,"Arabian Small-Scaled Burrowing Asp",-999,-999,-999,471,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Atractaspis","aterrima",-999,"Mole Viper, Slender Burrowing Asp",-999,-999,-999,131,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Atractaspis","bibronii",-999,"Southern or Bibron's Burrowing Asp, Mole Viper",-999,6,-999,109,23.9,-999,-999,-999,-999,-999,-999,-999,16.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Atractaspis","engaddensis",-999,"Israeli Mole Viper",-999,-999,-999,471,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Atractaspis","irregularis",-999,"Variable Burrowing Asp, Mole Viper",-999,-999,-999,109,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Atractaspis","magrettii",-999,"Magretti's Burrowing Asp",-999,-999,-999,471,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Atractaspis","microlepidota",-999,"Small-Scaled Burrowing Asp",-999,-999,-999,471,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Atractaspis","micropholis",-999,"Sahelian Burrowing Asp",-999,-999,-999,471,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Boaedon","fuliginosus",-999,"Brown House Snake",182,7.5,-999,384,9,-999,-999,-999,-999,-999,66,-999,9,182,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Boaedon","lineatus",-999,"Striped House Snake",-999,-999,-999,649,3.6,-999,-999,-999,-999,-999,-999,-999,3.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Boaedon","olivaceus",-999,"Olive House Snake",-999,-999,-999,279,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Bothrophthalmus","brunneus",-999,"-999",-999,-999,-999,649,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Bothrophthalmus","lineatus",-999,"Red-Black Striped Snake",-999,-999,-999,649,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Buhoma","depressiceps",-999,"Pale-headed forest snake",-999,-999,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Dipsina","multimaculata",-999,"Dwarf Beaked Snake, Western Beaked Snake",-999,4,-999,-999,10,-999,-999,-999,-999,-999,53,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Dromicodryas","bernieri",-999,"Bernier's Striped Snake",-999,5,-999,-999,-999,-999,-999,-999,-999,-999,64.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Duberria","lutrix",-999,"-999",-999,-999,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Duberria","shirana",-999,"Shire Slug Eater",-999,-999,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Gonionotophis","capensis",-999,"capensis: Cape File Snake",-999,9,-999,1359,10.9,-999,-999,-999,-999,-999,95,-999,10.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Gonionotophis","nyassae",-999,"Black File Snake",-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Gonionotophis","poensis",-999,"Western Forest File Snake",-999,-999,-999,1083,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Gonionotophis","savorgnani",-999,"-999",-999,9,-999,1359,10.9,-999,-999,-999,-999,-999,95,-999,10.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Gonionotophis","stenophthalmus",-999,"Small-eyed File Snake",-999,-999,-999,131,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Gonionotophis","unicolor",-999,"-999",-999,9,-999,1359,10.9,-999,-999,-999,-999,-999,95,-999,10.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Hemirhagerrhis","hildebrandtii",-999,"Kenyan Bark Snake, Northern bark snake, Eastern Bark Snake",-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Hemirhagerrhis","nototaenia",-999,"(South-) Eastern Bark Snake, Mopane Snake",-999,3,-999,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Hemirhagerrhis","viperina",-999,"Western Bark Snake",-999,3,-999,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Homoroselaps","lacteus",-999,"Spotted Harlequin Snake",-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Reptilia","Squamata","Lamprophiidae","Hormonotus","modestus",-999,"Uganda House Snake, Yellow Forest Snake",-999,-999,-999,243,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
